fields.date,fields.gc_obo_gare_origine_r_name,fields.gc_obo_type_c
44,Paris Bercy,"Bagagerie: sacs, valises, cartables"
44,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
43,Paris Bercy,Pièces d'identités et papiers personnels
43,Paris Bercy,"Bagagerie: sacs, valises, cartables"
43,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
42,Paris Bercy,"Bagagerie: sacs, valises, cartables"
42,Paris Bercy,"Vêtements, chaussures"
42,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
42,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
42,Paris Bercy,Pièces d'identités et papiers personnels
42,Paris Bercy,Pièces d'identités et papiers personnels
42,Paris Bercy,"Bagagerie: sacs, valises, cartables"
42,Paris Bercy,"Bagagerie: sacs, valises, cartables"
41,Paris Bercy,"Bagagerie: sacs, valises, cartables"
41,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
41,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
41,Paris Bercy,Pièces d'identités et papiers personnels
41,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
41,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
41,Paris Bercy,"Clés, porte-clés, badge magnétique"
40,Paris Bercy,"Bagagerie: sacs, valises, cartables"
40,Paris Bercy,Optique
40,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
40,Paris Bercy,"Bagagerie: sacs, valises, cartables"
40,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
40,Paris Bercy,"Bagagerie: sacs, valises, cartables"
40,Paris Bercy,"Clés, porte-clés, badge magnétique"
40,Paris Bercy,"Clés, porte-clés, badge magnétique"
40,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
39,Paris Bercy,Pièces d'identités et papiers personnels
39,Paris Bercy,"Bagagerie: sacs, valises, cartables"
39,Paris Bercy,"Bagagerie: sacs, valises, cartables"
39,Paris Bercy,"Bagagerie: sacs, valises, cartables"
38,Paris Bercy,"Livres, articles de papéterie"
38,Paris Bercy,"Bagagerie: sacs, valises, cartables"
38,Paris Bercy,"Bagagerie: sacs, valises, cartables"
38,Paris Bercy,"Bagagerie: sacs, valises, cartables"
37,Paris Bercy,"Clés, porte-clés, badge magnétique"
37,Paris Bercy,"Bagagerie: sacs, valises, cartables"
37,Paris Bercy,Optique
37,Paris Bercy,Optique
36,Paris Bercy,"Bagagerie: sacs, valises, cartables"
35,Paris Bercy,"Articles d'enfants, de puériculture"
35,Paris Bercy,"Bagagerie: sacs, valises, cartables"
35,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
35,Paris Bercy,"Bagagerie: sacs, valises, cartables"
35,Paris Bercy,"Bagagerie: sacs, valises, cartables"
35,Paris Bercy,"Clés, porte-clés, badge magnétique"
35,Paris Bercy,"Bagagerie: sacs, valises, cartables"
35,Paris Bercy,"Bagagerie: sacs, valises, cartables"
35,Paris Bercy,Divers
35,Paris Bercy,"Bagagerie: sacs, valises, cartables"
34,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
34,Paris Bercy,"Clés, porte-clés, badge magnétique"
34,Paris Bercy,Optique
34,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
34,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
33,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
33,Paris Bercy,"Livres, articles de papéterie"
33,Paris Bercy,Pièces d'identités et papiers personnels
33,Paris Bercy,Pièces d'identités et papiers personnels
33,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
33,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Bagagerie: sacs, valises, cartables"
33,Paris Bercy,"Articles de sport, loisirs, camping"
33,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
33,Paris Bercy,Pièces d'identités et papiers personnels
32,Paris Bercy,"Vêtements, chaussures"
32,Paris Bercy,"Vêtements, chaussures"
32,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,"Bijoux, montres"
32,Paris Bercy,Pièces d'identités et papiers personnels
32,Paris Bercy,Optique
32,Paris Bercy,"Clés, porte-clés, badge magnétique"
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,Optique
32,Paris Bercy,"Clés, porte-clés, badge magnétique"
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,"Articles de sport, loisirs, camping"
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,"Articles de sport, loisirs, camping"
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,"Clés, porte-clés, badge magnétique"
32,Paris Bercy,Optique
31,Paris Bercy,"Bagagerie: sacs, valises, cartables"
31,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
31,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
31,Paris Bercy,Pièces d'identités et papiers personnels
31,Paris Bercy,Pièces d'identités et papiers personnels
31,Paris Bercy,Pièces d'identités et papiers personnels
30,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
30,Paris Bercy,Pièces d'identités et papiers personnels
30,Paris Bercy,Optique
30,Paris Bercy,Optique
30,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
29,Paris Bercy,"Bagagerie: sacs, valises, cartables"
29,Paris Bercy,"Bagagerie: sacs, valises, cartables"
29,Paris Bercy,"Articles de sport, loisirs, camping"
29,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
29,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
29,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
29,Paris Bercy,Pièces d'identités et papiers personnels
28,Paris Bercy,"Clés, porte-clés, badge magnétique"
28,Paris Bercy,"Bagagerie: sacs, valises, cartables"
28,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
27,Paris Bercy,"Vêtements, chaussures"
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
27,Paris Bercy,"Clés, porte-clés, badge magnétique"
26,Paris Bercy,"Bagagerie: sacs, valises, cartables"
26,Paris Bercy,"Bagagerie: sacs, valises, cartables"
25,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
25,Paris Bercy,"Bagagerie: sacs, valises, cartables"
25,Paris Bercy,Optique
25,Paris Bercy,"Clés, porte-clés, badge magnétique"
24,Paris Bercy,"Bagagerie: sacs, valises, cartables"
24,Paris Bercy,"Vêtements, chaussures"
24,Paris Bercy,"Bagagerie: sacs, valises, cartables"
23,Paris Bercy,"Bagagerie: sacs, valises, cartables"
23,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
22,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
22,Paris Bercy,"Bagagerie: sacs, valises, cartables"
22,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
22,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
21,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
20,Paris Bercy,"Clés, porte-clés, badge magnétique"
20,Paris Bercy,"Clés, porte-clés, badge magnétique"
20,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
20,Paris Bercy,"Bagagerie: sacs, valises, cartables"
20,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
19,Paris Bercy,Optique
19,Paris Bercy,"Vêtements, chaussures"
18,Paris Bercy,"Bagagerie: sacs, valises, cartables"
18,Paris Bercy,"Bagagerie: sacs, valises, cartables"
18,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
18,Paris Bercy,"Bagagerie: sacs, valises, cartables"
18,Paris Bercy,"Bagagerie: sacs, valises, cartables"
18,Paris Bercy,Pièces d'identités et papiers personnels
18,Paris Bercy,"Vêtements, chaussures"
17,Paris Bercy,"Clés, porte-clés, badge magnétique"
16,Paris Bercy,"Vêtements, chaussures"
16,Paris Bercy,Optique
16,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
16,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
16,Paris Bercy,"Clés, porte-clés, badge magnétique"
15,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
15,Paris Bercy,Optique
15,Paris Bercy,Divers
15,Paris Bercy,Divers
14,Paris Bercy,"Bagagerie: sacs, valises, cartables"
14,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
14,Paris Bercy,"Articles d'enfants, de puériculture"
14,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
13,Paris Bercy,"Bagagerie: sacs, valises, cartables"
13,Paris Bercy,Divers
13,Paris Bercy,"Articles d'enfants, de puériculture"
13,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
13,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
13,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
13,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
13,Paris Bercy,"Vêtements, chaussures"
12,Paris Bercy,"Bagagerie: sacs, valises, cartables"
12,Paris Bercy,Pièces d'identités et papiers personnels
12,Paris Bercy,"Bagagerie: sacs, valises, cartables"
12,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
12,Paris Bercy,"Bagagerie: sacs, valises, cartables"
11,Paris Bercy,"Bagagerie: sacs, valises, cartables"
10,Paris Bercy,"Bagagerie: sacs, valises, cartables"
10,Paris Bercy,Pièces d'identités et papiers personnels
10,Paris Bercy,"Bagagerie: sacs, valises, cartables"
10,Paris Bercy,"Clés, porte-clés, badge magnétique"
10,Paris Bercy,"Bagagerie: sacs, valises, cartables"
10,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
09,Paris Bercy,"Bagagerie: sacs, valises, cartables"
09,Paris Bercy,"Bagagerie: sacs, valises, cartables"
09,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
08,Paris Bercy,"Bagagerie: sacs, valises, cartables"
08,Paris Bercy,"Bagagerie: sacs, valises, cartables"
08,Paris Bercy,"Bagagerie: sacs, valises, cartables"
08,Paris Bercy,"Clés, porte-clés, badge magnétique"
08,Paris Bercy,"Clés, porte-clés, badge magnétique"
08,Paris Bercy,Pièces d'identités et papiers personnels
08,Paris Bercy,Pièces d'identités et papiers personnels
08,Paris Bercy,"Bagagerie: sacs, valises, cartables"
08,Paris Bercy,Divers
08,Paris Bercy,"Bagagerie: sacs, valises, cartables"
07,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
07,Paris Bercy,Divers
07,Paris Bercy,"Clés, porte-clés, badge magnétique"
07,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
07,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
07,Paris Bercy,"Vélos, trottinettes, accessoires 2 roues"
07,Paris Bercy,"Clés, porte-clés, badge magnétique"
07,Paris Bercy,Divers
07,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
06,Paris Bercy,Pièces d'identités et papiers personnels
06,Paris Bercy,Pièces d'identités et papiers personnels
06,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
06,Paris Bercy,"Bagagerie: sacs, valises, cartables"
06,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
06,Paris Bercy,Optique
05,Paris Bercy,Pièces d'identités et papiers personnels
05,Paris Bercy,"Bagagerie: sacs, valises, cartables"
05,Paris Bercy,"Bagagerie: sacs, valises, cartables"
05,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
05,Paris Bercy,"Bagagerie: sacs, valises, cartables"
05,Paris Bercy,"Bagagerie: sacs, valises, cartables"
05,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
04,Paris Bercy,"Bagagerie: sacs, valises, cartables"
04,Paris Bercy,Optique
04,Paris Bercy,"Bagagerie: sacs, valises, cartables"
04,Paris Bercy,"Bagagerie: sacs, valises, cartables"
04,Paris Bercy,"Bagagerie: sacs, valises, cartables"
04,Paris Bercy,"Bagagerie: sacs, valises, cartables"
03,Paris Bercy,"Bagagerie: sacs, valises, cartables"
03,Paris Bercy,"Bagagerie: sacs, valises, cartables"
03,Paris Bercy,Optique
03,Paris Bercy,"Bagagerie: sacs, valises, cartables"
03,Paris Bercy,"Bagagerie: sacs, valises, cartables"
03,Paris Bercy,"Vêtements, chaussures"
03,Paris Bercy,Pièces d'identités et papiers personnels
03,Paris Bercy,Pièces d'identités et papiers personnels
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,"Bagagerie: sacs, valises, cartables"
02,Paris Bercy,Pièces d'identités et papiers personnels
02,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
02,Paris Bercy,Divers
01,Paris Bercy,"Bagagerie: sacs, valises, cartables"
01,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
01,Paris Bercy,"Clés, porte-clés, badge magnétique"
01,Paris Bercy,"Bagagerie: sacs, valises, cartables"
01,Paris Bercy,"Bagagerie: sacs, valises, cartables"
01,Paris Bercy,"Bagagerie: sacs, valises, cartables"
01,Paris Bercy,"Bagagerie: sacs, valises, cartables"
01,Paris Bercy,"Bagagerie: sacs, valises, cartables"
01,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,Divers
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Vélos, trottinettes, accessoires 2 roues"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,Pièces d'identités et papiers personnels
52,Paris Saint-Lazare,"Vêtements, chaussures"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Vêtements, chaussures"
52,Paris Saint-Lazare,Pièces d'identités et papiers personnels
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,Pièces d'identités et papiers personnels
52,Paris Saint-Lazare,Divers
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,Divers
52,Paris Saint-Lazare,Pièces d'identités et papiers personnels
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,Pièces d'identités et papiers personnels
52,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
52,Paris Saint-Lazare,Optique
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Vêtements, chaussures"
52,Paris Saint-Lazare,"Vêtements, chaussures"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Vêtements, chaussures"
52,Paris Saint-Lazare,"Vêtements, chaussures"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,Pièces d'identités et papiers personnels
52,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
52,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Vélos, trottinettes, accessoires 2 roues"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Vêtements, chaussures"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Livres, articles de papéterie"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
51,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,Articles médicaux
51,Paris Saint-Lazare,"Vélos, trottinettes, accessoires 2 roues"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Articles d'enfants, de puériculture"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
51,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
51,Paris Saint-Lazare,"Bijoux, montres"
51,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
51,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Articles d'enfants, de puériculture"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Parapluies
50,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Optique
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
50,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
50,Paris Saint-Lazare,Parapluies
50,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
50,Paris Saint-Lazare,"Livres, articles de papéterie"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bijoux, montres"
50,Paris Saint-Lazare,"Vêtements, chaussures"
50,Paris Saint-Lazare,Optique
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Vêtements, chaussures"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Vêtements, chaussures"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Optique
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
50,Paris Saint-Lazare,"Porte-monnaie / portefeuille, argent, titres"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Clés, porte-clés, badge magnétique"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,"Appareils électroniques, informatiques, appareils photo"
50,Paris Saint-Lazare,"Bagagerie: sacs, valises, cartables"
50,Paris Saint-Lazare,Divers
50,Paris Saint-Lazare,"Vêtements, chaussures"
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
50,Paris Saint-Lazare,Pièces d'identités et papiers personnels
