fields.date,fields.gc_obo_gare_origine_r_name,fields.gc_obo_type_c
34,Paris Bercy,"Bagagerie: sacs, valises, cartables"
34,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
34,Paris Bercy,"Bagagerie: sacs, valises, cartables"
34,Paris Bercy,"Clés, porte-clés, badge magnétique"
33,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
33,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
33,Paris Bercy,Optique
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,Pièces d'identités et papiers personnels
32,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
32,Paris Bercy,Pièces d'identités et papiers personnels
32,Paris Bercy,"Bagagerie: sacs, valises, cartables"
32,Paris Bercy,Pièces d'identités et papiers personnels
32,Paris Bercy,"Vêtements, chaussures"
32,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
31,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
31,Paris Bercy,Optique
31,Paris Bercy,"Livres, articles de papéterie"
31,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
31,Paris Bercy,"Bagagerie: sacs, valises, cartables"
31,Paris Bercy,"Vêtements, chaussures"
30,Paris Bercy,"Bagagerie: sacs, valises, cartables"
30,Paris Bercy,"Vêtements, chaussures"
30,Paris Bercy,"Vêtements, chaussures"
30,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
30,Paris Bercy,Optique
29,Paris Bercy,"Clés, porte-clés, badge magnétique"
29,Paris Bercy,"Porte-monnaie / portefeuille, argent, titres"
28,Paris Bercy,"Vêtements, chaussures"
28,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
28,Paris Bercy,"Bagagerie: sacs, valises, cartables"
28,Paris Bercy,"Bagagerie: sacs, valises, cartables"
28,Paris Bercy,Divers
28,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
28,Paris Bercy,Parapluies
28,Paris Bercy,Pièces d'identités et papiers personnels
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,Pièces d'identités et papiers personnels
27,Paris Bercy,"Appareils électroniques, informatiques, appareils photo"
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,"Bagagerie: sacs, valises, cartables"
27,Paris Bercy,"Articles d'enfants, de puériculture"
